index,Number_of_atom_types,Bandgap_LDA,Bandgap_HSE06,Atomization Energy,Lattice_parameter,Density,band,Formation_energy,cohesive_energy,cohesive_energy_per_atom,atomic_number_1,atomic_number_2,atomic_number_3,atomic_number_4,atomic_number_5,atomic_volume_1,atomic_volume_2,atomic_volume_3,atomic_volume_4,atomic_volume_5,covalent_radius_bragg_1,covalent_radius_bragg_2,covalent_radius_bragg_3,covalent_radius_bragg_4,covalent_radius_bragg_5,electron_affinity_1,electron_affinity_2,electron_affinity_3,electron_affinity_4,electron_affinity_5,en_pauling_1,en_pauling_2,en_pauling_3,en_pauling_4,en_pauling_5,group_id_1,group_id_2,group_id_3,group_id_4,group_id_5,ionenergies[1]_1,ionenergies[1]_2,ionenergies[1]_3,ionenergies[1]_4,ionenergies[1]_5,period_1,period_2,period_3,period_4,period_5
AsYO3,3,4.0974,5.5064,-7.779887402,3.78880369047572,4.23752165,4.149,-5.567983,-35.691015,-7.138203,33.0,39.0,8.0,0.0,0.0,13.1,19.8,14.0,0.0,0.0,126.0,0.0,65.0,0.0,0.0,0.804,0.307,1.4611135,0.0,0.0,2.18,1.22,3.44,0.0,0.0,15.0,3.0,16.0,0.0,0.0,9.789,6.21726,13.618054,0.0,0.0,4.0,5.0,2.0,0.0,0.0
BeSiO3,3,2.2019,4.0191,-7.622240166,4.19551165726325,3.169552207,1.264,-11.897324000000001,-34.60417,-6.920834000000001,4.0,14.0,8.0,0.0,0.0,5.0,12.1,14.0,0.0,0.0,114.99999999999999,117.0,65.0,0.0,0.0,-2.4,1.3895211,1.4611135,0.0,0.0,1.57,1.9,3.44,0.0,0.0,2.0,14.0,16.0,0.0,0.0,9.322699,8.151683,13.618054,0.0,0.0,2.0,3.0,2.0,0.0,0.0
AsAlO3,3,3.6194,5.2981,-7.331719576,4.02647749151764,4.626034303,3.779,-10.417342,-32.916544,-6.5833088,33.0,13.0,8.0,0.0,0.0,13.1,10.0,14.0,0.0,0.0,126.0,135.0,65.0,0.0,0.0,0.804,0.43283,1.4611135,0.0,0.0,2.18,1.61,3.44,0.0,0.0,15.0,13.0,16.0,0.0,0.0,9.789,5.9857684,13.618054,0.0,0.0,4.0,3.0,2.0,0.0,0.0
BaSnO3,3,1.0789,2.674,-6.982532014,4.11258048025812,7.340827857,0.047,-21.522633,-31.159105,-6.231821,56.0,50.0,8.0,0.0,0.0,39.0,16.3,14.0,0.0,0.0,210.0,140.0,65.0,0.0,0.0,0.14462,1.112067,1.4611135,0.0,0.0,0.89,1.96,3.44,0.0,0.0,2.0,14.0,16.0,0.0,0.0,5.211664,7.343917,13.618054,0.0,0.0,6.0,5.0,2.0,0.0,0.0
BaTeO3,3,1.4119,2.1903,-6.414626564,3.61594608073916,6.480353237,1.535,-9.45677,-28.734838,-5.7469676,56.0,52.0,8.0,0.0,0.0,39.0,20.5,14.0,0.0,0.0,210.0,133.0,65.0,0.0,0.0,0.14462,1.9708759999999999,1.4611135,0.0,0.0,0.89,2.1,3.44,0.0,0.0,2.0,16.0,16.0,0.0,0.0,5.211664,9.00966,13.618054,0.0,0.0,6.0,5.0,2.0,0.0,0.0
BaSiO3,3,1.2489,3.0149,-7.69779584,3.98927789548032,5.872953648,0.85,-14.632155,-34.658291999999996,-6.931658399999999,56.0,14.0,8.0,0.0,0.0,39.0,12.1,14.0,0.0,0.0,210.0,117.0,65.0,0.0,0.0,0.14462,1.3895211,1.4611135,0.0,0.0,0.89,1.9,3.44,0.0,0.0,2.0,14.0,16.0,0.0,0.0,5.211664,8.151683,13.618054,0.0,0.0,6.0,3.0,2.0,0.0,0.0
SiHfO2S,4,0.7755,1.5173,-8.168691776,3.80678045552135,7.915455378,1.0090000000000001,-21.547438,-36.624075,-7.324814999999999,14.0,72.0,8.0,16.0,0.0,12.1,13.6,14.0,15.5,0.0,117.0,0.0,65.0,102.0,0.0,1.3895211,0.013999999999999999,1.4611135,2.07710403,0.0,1.9,1.3,3.44,2.58,0.0,14.0,4.0,16.0,16.0,0.0,8.151683,6.82507,13.618054,10.36001,0.0,3.0,6.0,2.0,3.0,0.0
ScInO2S,4,1.6312,2.829,-6.840933042,3.99641676963377,4.687826757,1.405,-17.284249,-30.822999,-6.1645997999999995,21.0,49.0,8.0,16.0,0.0,15.0,15.7,14.0,15.5,0.0,0.0,0.0,65.0,102.0,0.0,0.188,0.3,1.4611135,2.07710403,0.0,1.36,1.78,3.44,2.58,0.0,3.0,13.0,16.0,16.0,0.0,6.56149,5.7863552,13.618054,10.36001,0.0,4.0,5.0,2.0,3.0,0.0
SiInO2F,4,1.5039,2.6415,-6.15753574,4.27967527626998,4.338698065,1.4369999999999998,-8.563889999999999,-27.564284,-5.5128568,14.0,49.0,8.0,9.0,0.0,12.1,15.7,14.0,17.1,0.0,117.0,0.0,65.0,67.0,0.0,1.3895211,0.3,1.4611135,3.4011897000000006,0.0,1.9,1.78,3.44,3.98,0.0,14.0,13.0,16.0,17.0,0.0,8.151683,5.7863552,13.618054,17.42282,0.0,3.0,5.0,2.0,2.0,0.0
SiNbO2N,4,1.079,1.8383,-8.821332556,3.65697980437232,4.969029467,1.474,-21.674298,-39.91023,-7.9820459999999995,14.0,41.0,8.0,7.0,0.0,12.1,10.8,14.0,17.3,0.0,117.0,0.0,65.0,65.0,0.0,1.3895211,0.917406,1.4611135,-1.4,0.0,1.9,1.6,3.44,3.04,0.0,14.0,5.0,16.0,15.0,0.0,8.151683,6.75885,13.618054,14.53413,0.0,3.0,5.0,2.0,2.0,0.0
SiBO2F,4,2.5828,3.8005,-7.295675932,4.31380080781636,2.404839363,0.8590000000000001,63.956063,-33.343928000000005,-6.668785600000001,14.0,5.0,8.0,9.0,0.0,12.1,4.6,14.0,17.1,0.0,117.0,0.0,65.0,67.0,0.0,1.3895211,0.279723,1.4611135,3.4011897000000006,0.0,1.9,2.04,3.44,3.98,0.0,14.0,13.0,16.0,17.0,0.0,8.151683,8.298019,13.618054,17.42282,0.0,3.0,2.0,2.0,2.0,0.0
AsSiO2N,4,3.2856,4.8548,-7.59815695,3.91329315192245,4.237474337,3.179,-9.452346,-34.192612999999994,-6.838522599999999,33.0,14.0,8.0,7.0,0.0,13.1,12.1,14.0,17.3,0.0,126.0,117.0,65.0,65.0,0.0,0.804,1.3895211,1.4611135,-1.4,0.0,2.18,1.9,3.44,3.04,0.0,15.0,14.0,16.0,15.0,0.0,9.789,8.151683,13.618054,14.53413,0.0,4.0,3.0,2.0,2.0,0.0
ScTaON2,4,1.0229,2.091,-9.614206664,3.88734298557143,6.84819272,1.7,-26.358572,-44.25763,-8.851526,21.0,73.0,8.0,7.0,0.0,15.0,10.9,14.0,17.3,0.0,0.0,0.0,65.0,65.0,0.0,0.188,0.322,1.4611135,-1.4,0.0,1.36,1.5,3.44,3.04,0.0,3.0,5.0,16.0,15.0,0.0,6.56149,7.54957,13.618054,14.53413,0.0,4.0,6.0,2.0,2.0,0.0
ScSiO2N,4,2.8973,4.3977,-8.601449736,3.97194031411541,4.15311325,2.742,-20.109572,-38.973158,-7.7946316,21.0,14.0,8.0,7.0,0.0,15.0,12.1,14.0,17.3,0.0,0.0,117.0,65.0,65.0,0.0,0.188,1.3895211,1.4611135,-1.4,0.0,1.36,1.9,3.44,3.04,0.0,3.0,14.0,16.0,15.0,0.0,6.56149,8.151683,13.618054,14.53413,0.0,4.0,3.0,2.0,2.0,0.0
ScSbON2,4,0.2285,1.1013,-7.474738296,4.53445412305742,4.552932527,0.08199999999999999,-18.358392000000002,-34.329866,-6.865973200000001,21.0,51.0,8.0,7.0,0.0,15.0,18.4,14.0,17.3,0.0,0.0,140.0,65.0,65.0,0.0,0.188,1.046,1.4611135,-1.4,0.0,1.36,2.05,3.44,3.04,0.0,3.0,15.0,16.0,15.0,0.0,6.56149,8.608389,13.618054,14.53413,0.0,4.0,5.0,2.0,2.0,0.0
SnAlO2F,4,2.698,3.8597,-6.846708162,3.72965266517113,5.458674216,3.0210000000000004,-15.823445999999999,-30.825064999999995,-6.165012999999999,50.0,13.0,8.0,9.0,0.0,16.3,10.0,14.0,17.1,0.0,140.0,135.0,65.0,67.0,0.0,1.112067,0.43283,1.4611135,3.4011897000000006,0.0,1.96,1.61,3.44,3.98,0.0,14.0,13.0,16.0,17.0,0.0,7.343917,5.9857684,13.618054,17.42282,0.0,5.0,3.0,2.0,2.0,0.0
BiSnO2N,4,1.2878,2.4606,-6.547931718,3.97931202102972,8.845974463,0.871,-14.298673999999998,-28.925165999999997,-5.785033199999999,83.0,50.0,8.0,7.0,0.0,21.3,16.3,14.0,17.3,0.0,148.0,140.0,65.0,65.0,0.0,0.942362,1.112067,1.4611135,-1.4,0.0,1.9,1.96,3.44,3.04,0.0,15.0,14.0,16.0,15.0,0.0,7.285516,7.343917,13.618054,14.53413,0.0,6.0,5.0,2.0,2.0,0.0
ScBO2S,4,2.8668,4.1481,-7.924510556,4.01843885503295,3.213466882,2.823,70.845889,-36.176794,-7.2353588,21.0,5.0,8.0,16.0,0.0,15.0,4.6,14.0,15.5,0.0,0.0,0.0,65.0,102.0,0.0,0.188,0.279723,1.4611135,2.07710403,0.0,1.36,2.04,3.44,2.58,0.0,3.0,13.0,16.0,16.0,0.0,6.56149,8.298019,13.618054,10.36001,0.0,4.0,2.0,2.0,3.0,0.0
BaBO2F,4,4.7199,6.4938,-7.503126156,4.20229882690916,4.916082523,2.677,65.237981,-34.374622,-6.8749244,56.0,5.0,8.0,9.0,0.0,39.0,4.6,14.0,17.1,0.0,210.0,0.0,65.0,67.0,0.0,0.14462,0.279723,1.4611135,3.4011897000000006,0.0,0.89,2.04,3.44,3.98,0.0,2.0,13.0,16.0,17.0,0.0,5.211664,8.298019,13.618054,17.42282,0.0,6.0,2.0,2.0,2.0,0.0
RbHfO2F,4,2.8026,4.3862,-7.612113148,5.78174773311496,7.492334071,1.845,-10.346798,-34.713299,-6.9426597999999995,37.0,72.0,8.0,9.0,0.0,55.9,13.6,14.0,17.1,0.0,225.0,0.0,65.0,67.0,0.0,0.48591999999999996,0.013999999999999999,1.4611135,3.4011897000000006,0.0,0.82,1.3,3.44,3.98,0.0,1.0,4.0,16.0,17.0,0.0,4.177128,6.82507,13.618054,17.42282,0.0,5.0,6.0,2.0,2.0,0.0
BiScO2S,4,1.6419,2.5163,-7.077628918,4.06262378244164,6.24255,1.771,-19.353929,-32.152364,-6.4304727999999995,83.0,21.0,8.0,16.0,0.0,21.3,15.0,14.0,15.5,0.0,148.0,0.0,65.0,102.0,0.0,0.942362,0.188,1.4611135,2.07710403,0.0,1.9,1.36,3.44,2.58,0.0,15.0,3.0,16.0,16.0,0.0,7.285516,6.56149,13.618054,10.36001,0.0,6.0,4.0,2.0,3.0,0.0
BaTaO2N,4,0.6644,2.0011,-9.013007898,4.09738288637962,8.873847761,0.6759999999999999,-19.347198000000002,-41.037828000000005,-8.2075656,56.0,73.0,8.0,7.0,0.0,39.0,10.9,14.0,17.3,0.0,210.0,0.0,65.0,65.0,0.0,0.14462,0.322,1.4611135,-1.4,0.0,0.89,1.5,3.44,3.04,0.0,2.0,5.0,16.0,15.0,0.0,5.211664,7.54957,13.618054,14.53413,0.0,6.0,6.0,2.0,2.0,0.0
RbSiO2F,4,0.9252,2.7489,-6.488920126,4.23812219135026,4.477118479,0.5489999999999999,-18.028372,-29.254504,-5.8509008,37.0,14.0,8.0,9.0,0.0,55.9,12.1,14.0,17.1,0.0,225.0,117.0,65.0,67.0,0.0,0.48591999999999996,1.3895211,1.4611135,3.4011897000000006,0.0,0.82,1.9,3.44,3.98,0.0,1.0,14.0,16.0,17.0,0.0,4.177128,8.151683,13.618054,17.42282,0.0,5.0,3.0,2.0,2.0,0.0
RbTiO2F,4,1.3431,2.7813,-7.113869012,4.10440961680883,4.868376998,0.46,-18.785633999999998,-32.322652999999995,-6.464530599999999,37.0,22.0,8.0,9.0,0.0,55.9,10.6,14.0,17.1,0.0,225.0,140.0,65.0,67.0,0.0,0.48591999999999996,0.079,1.4611135,3.4011897000000006,0.0,0.82,1.54,3.44,3.98,0.0,1.0,4.0,16.0,17.0,0.0,4.177128,6.82812,13.618054,17.42282,0.0,5.0,4.0,2.0,2.0,0.0
RbWO2N,4,0.7051,1.9046,-8.20046472,5.46094144325831,7.42171565,1.047,-20.234773999999998,-37.426038,-7.4852076,37.0,74.0,8.0,7.0,0.0,55.9,9.53,14.0,17.3,0.0,225.0,0.0,65.0,65.0,0.0,0.48591999999999996,0.81626,1.4611135,-1.4,0.0,0.82,1.7,3.44,3.04,0.0,1.0,6.0,16.0,15.0,0.0,4.177128,7.86403,13.618054,14.53413,0.0,5.0,6.0,2.0,2.0,0.0
BaScO2F,4,3.1459,4.92,-7.615282422,3.69493061375316,5.606938557,2.066,-12.76345,-34.870317,-6.9740634,56.0,21.0,8.0,9.0,0.0,39.0,15.0,14.0,17.1,0.0,210.0,0.0,65.0,67.0,0.0,0.14462,0.188,1.4611135,3.4011897000000006,0.0,0.89,1.36,3.44,3.98,0.0,2.0,3.0,16.0,17.0,0.0,5.211664,6.56149,13.618054,17.42282,0.0,6.0,4.0,2.0,2.0,0.0
BaNbO2N,4,0.6772,2.0768,-8.892378904,4.36278922396888,6.625204367,1.91,-18.456732000000002,-40.568495,-8.113699,56.0,41.0,8.0,7.0,0.0,39.0,10.8,14.0,17.3,0.0,210.0,0.0,65.0,65.0,0.0,0.14462,0.917406,1.4611135,-1.4,0.0,0.89,1.6,3.44,3.04,0.0,2.0,5.0,16.0,15.0,0.0,5.211664,6.75885,13.618054,14.53413,0.0,6.0,5.0,2.0,2.0,0.0
SbGeO2N,4,1.8696,3.2294,-6.825521008,4.02713893138762,6.011455546,1.686,-14.743828,-30.359479,-6.0718958,51.0,32.0,8.0,7.0,0.0,18.4,13.6,14.0,17.3,0.0,140.0,0.0,65.0,65.0,0.0,1.046,1.232712,1.4611135,-1.4,0.0,2.05,2.01,3.44,3.04,0.0,15.0,14.0,16.0,15.0,0.0,8.608389,7.899435,13.618054,14.53413,0.0,5.0,4.0,2.0,2.0,0.0
BaGaO2F,4,1.2072,2.9542,-6.46713685,3.89806525985012,6.873468662,0.48700000000000004,-9.985467,-28.639046,-5.7278092,56.0,31.0,8.0,9.0,0.0,39.0,11.8,14.0,17.1,0.0,210.0,0.0,65.0,67.0,0.0,0.14462,0.43,1.4611135,3.4011897000000006,0.0,0.89,1.81,3.44,3.98,0.0,2.0,13.0,16.0,17.0,0.0,5.211664,5.9993018,13.618054,17.42282,0.0,6.0,4.0,2.0,2.0,0.0
SbNbON2,4,0.7319,1.7396,-8.579225126,3.5444934855182,6.26236132,0.851,-22.561782,-38.993194,-7.798638800000001,51.0,41.0,8.0,7.0,0.0,18.4,10.8,14.0,17.3,0.0,140.0,0.0,65.0,65.0,0.0,1.046,0.917406,1.4611135,-1.4,0.0,2.05,1.6,3.44,3.04,0.0,15.0,5.0,16.0,15.0,0.0,8.608389,6.75885,13.618054,14.53413,0.0,5.0,5.0,2.0,2.0,0.0
SbScO2S,4,1.7183,2.5462,-7.064029698,3.76969013029527,4.570513636,2.07,-17.747224,-32.175131,-6.4350262,51.0,21.0,8.0,16.0,0.0,18.4,15.0,14.0,15.5,0.0,140.0,0.0,65.0,102.0,0.0,1.046,0.188,1.4611135,2.07710403,0.0,2.05,1.36,3.44,2.58,0.0,15.0,3.0,16.0,16.0,0.0,8.608389,6.56149,13.618054,10.36001,0.0,5.0,4.0,2.0,3.0,0.0
SbSiO2N,4,2.4621,3.7898,-7.548637996,5.54910870760566,5.308707205,2.445,-14.890345000000002,-33.970112,-6.7940224,51.0,14.0,8.0,7.0,0.0,18.4,12.1,14.0,17.3,0.0,140.0,117.0,65.0,65.0,0.0,1.046,1.3895211,1.4611135,-1.4,0.0,2.05,1.9,3.44,3.04,0.0,15.0,14.0,16.0,15.0,0.0,8.608389,8.151683,13.618054,14.53413,0.0,5.0,3.0,2.0,2.0,0.0
SbTaON2,4,1.1918,2.0899,-8.692346036,4.03292514293016,8.472359268,1.181,-22.844791,-39.492695999999995,-7.898539199999999,51.0,73.0,8.0,7.0,0.0,18.4,10.9,14.0,17.3,0.0,140.0,0.0,65.0,65.0,0.0,1.046,0.322,1.4611135,-1.4,0.0,2.05,1.5,3.44,3.04,0.0,15.0,5.0,16.0,15.0,0.0,8.608389,7.54957,13.618054,14.53413,0.0,5.0,6.0,2.0,2.0,0.0
SbTiO2N,4,1.2663,2.2353,-8.00472873,3.55110085976228,5.661357474,1.206,-15.416445000000001,-36.155032,-7.2310064,51.0,22.0,8.0,7.0,0.0,18.4,10.6,14.0,17.3,0.0,140.0,140.0,65.0,65.0,0.0,1.046,0.079,1.4611135,-1.4,0.0,2.05,1.54,3.44,3.04,0.0,15.0,4.0,16.0,15.0,0.0,8.608389,6.82812,13.618054,14.53413,0.0,5.0,4.0,2.0,2.0,0.0
ScGaO2S,4,2.0852,3.3767,-7.141624136,3.57112201877646,4.306381724,1.8230000000000002,-0.6532916999999999,-32.178169,-6.4356338,21.0,31.0,8.0,16.0,0.0,15.0,11.8,14.0,15.5,0.0,0.0,0.0,65.0,102.0,0.0,0.188,0.43,1.4611135,2.07710403,0.0,1.36,1.81,3.44,2.58,0.0,3.0,13.0,16.0,16.0,0.0,6.56149,5.9993018,13.618054,10.36001,0.0,4.0,4.0,2.0,3.0,0.0
SnBO2F,4,2.5483,3.6303,-7.049361964,3.40033850152333,4.840566939,1.28,64.998537,-31.906105999999994,-6.381221199999999,50.0,5.0,8.0,9.0,0.0,16.3,4.6,14.0,17.1,0.0,140.0,0.0,65.0,67.0,0.0,1.112067,0.279723,1.4611135,3.4011897000000006,0.0,1.96,2.04,3.44,3.98,0.0,14.0,13.0,16.0,17.0,0.0,7.343917,8.298019,13.618054,17.42282,0.0,5.0,2.0,2.0,2.0,0.0
SnLaO2F,4,2.4976,3.5828,-7.229491084,4.56157387095914,5.86998374,1.5759999999999998,-10.346782000000001,-34.041162,-6.8082324,50.0,57.0,8.0,9.0,0.0,16.3,22.5,14.0,17.1,0.0,140.0,0.0,65.0,67.0,0.0,1.112067,0.47,1.4611135,3.4011897000000006,0.0,1.96,1.1,3.44,3.98,0.0,14.0,3.0,16.0,17.0,0.0,7.343917,5.5769,13.618054,17.42282,0.0,5.0,6.0,2.0,2.0,0.0
SnHfO2S,4,1.2079,1.9563,-7.729479922,3.82665307083572,7.197479592,1.504,-18.282749,-35.092606,-7.0185212,50.0,72.0,8.0,16.0,0.0,16.3,13.6,14.0,15.5,0.0,140.0,0.0,65.0,102.0,0.0,1.112067,0.013999999999999999,1.4611135,2.07710403,0.0,1.96,1.3,3.44,2.58,0.0,14.0,4.0,16.0,16.0,0.0,7.343917,6.82507,13.618054,10.36001,0.0,5.0,6.0,2.0,3.0,0.0
YAlO2S,4,3.4353,4.7973,-7.836928724,3.68484590306613,4.258909431,3.2969999999999997,-20.923433,-35.773291,-7.1546582,39.0,13.0,8.0,16.0,0.0,19.8,10.0,14.0,15.5,0.0,0.0,135.0,65.0,102.0,0.0,0.307,0.43283,1.4611135,2.07710403,0.0,1.22,1.61,3.44,2.58,0.0,3.0,13.0,16.0,16.0,0.0,6.21726,5.9857684,13.618054,10.36001,0.0,5.0,3.0,2.0,3.0,0.0
AlZrO2F,4,0.6614,1.2113,-7.667116888,4.09639109482865,4.628958215,0.374,-18.782563,-34.835957,-6.9671914,13.0,40.0,8.0,9.0,0.0,10.0,14.1,14.0,17.1,0.0,135.0,0.0,65.0,67.0,0.0,0.43283,0.426,1.4611135,3.4011897000000006,0.0,1.61,1.33,3.44,3.98,0.0,13.0,4.0,16.0,17.0,0.0,5.9857684,6.6339,13.618054,17.42282,0.0,3.0,5.0,2.0,2.0,0.0
YGeO2N,4,1.4577,2.8813,-7.93339451,3.95829412732099,5.913979,1.052,-15.489234,-35.65665,-7.13133,39.0,32.0,8.0,7.0,0.0,19.8,13.6,14.0,17.3,0.0,0.0,0.0,65.0,65.0,0.0,0.307,1.232712,1.4611135,-1.4,0.0,1.22,2.01,3.44,3.04,0.0,3.0,14.0,16.0,15.0,0.0,6.21726,7.899435,13.618054,14.53413,0.0,5.0,4.0,2.0,2.0,0.0
YScO2S,4,3.0708,4.3589,-8.29516266,3.92224526431916,4.041352596,3.141,-21.492889,-38.260771000000005,-7.652154200000001,39.0,21.0,8.0,16.0,0.0,19.8,15.0,14.0,15.5,0.0,0.0,0.0,65.0,102.0,0.0,0.307,0.188,1.4611135,2.07710403,0.0,1.22,1.36,3.44,2.58,0.0,3.0,3.0,16.0,16.0,0.0,6.21726,6.56149,13.618054,10.36001,0.0,5.0,4.0,2.0,3.0,0.0
YSiO2N,4,1.4154,2.7944,-8.664658992,3.77593268262391,5.863366458,1.329,-13.45367,-38.969150000000006,-7.793830000000002,39.0,14.0,8.0,7.0,0.0,19.8,12.1,14.0,17.3,0.0,0.0,117.0,65.0,65.0,0.0,0.307,1.3895211,1.4611135,-1.4,0.0,1.22,1.9,3.44,3.04,0.0,3.0,14.0,16.0,15.0,0.0,6.21726,8.151683,13.618054,14.53413,0.0,5.0,3.0,2.0,2.0,0.0
YSnO2N,4,1.2805,2.5578,-7.661407374,4.0690319960061,6.229786866,1.001,-19.447632000000002,-34.544107999999994,-6.908821599999999,39.0,50.0,8.0,7.0,0.0,19.8,16.3,14.0,17.3,0.0,0.0,140.0,65.0,65.0,0.0,0.307,1.112067,1.4611135,-1.4,0.0,1.22,1.96,3.44,3.04,0.0,3.0,14.0,16.0,15.0,0.0,6.21726,7.343917,13.618054,14.53413,0.0,5.0,5.0,2.0,2.0,0.0
TiSnON2,4,0.8159,1.9807,-7.939180808,3.93593796886223,4.555468036,0.871,-20.249323999999998,-36.234244000000004,-7.2468488,22.0,50.0,8.0,7.0,0.0,10.6,16.3,14.0,17.3,0.0,140.0,140.0,65.0,65.0,0.0,0.079,1.112067,1.4611135,-1.4,0.0,1.54,1.96,3.44,3.04,0.0,4.0,14.0,16.0,15.0,0.0,6.82812,7.343917,13.618054,14.53413,0.0,4.0,5.0,2.0,2.0,0.0
YTaON2,4,0.7528,1.7517,-9.732744652,3.77785782083187,8.058182598,0.33399999999999996,-25.355894,-44.586560999999996,-8.9173122,39.0,73.0,8.0,7.0,0.0,19.8,10.9,14.0,17.3,0.0,0.0,0.0,65.0,65.0,0.0,0.307,0.322,1.4611135,-1.4,0.0,1.22,1.5,3.44,3.04,0.0,3.0,5.0,16.0,15.0,0.0,6.21726,7.54957,13.618054,14.53413,0.0,5.0,6.0,2.0,2.0,0.0
YTlO2S,4,0.4667,1.5402,-6.476184806,4.35258559996124,6.49343943,0.011000000000000001,-22.842342000000002,-39.283463000000005,-7.856692600000001,39.0,81.0,8.0,16.0,0.0,19.8,17.2,14.0,15.5,0.0,0.0,190.0,65.0,102.0,0.0,0.307,0.377,1.4611135,2.07710403,0.0,1.22,1.8,3.44,2.58,0.0,3.0,13.0,16.0,16.0,0.0,6.21726,6.108287,13.618054,10.36001,0.0,5.0,6.0,2.0,3.0,0.0
ZnAlO2F,4,1.0806,2.7706,-6.258420178,3.94791484862806,4.524223478,0.036000000000000004,-13.458720000000001,-27.681141,-5.5362282,30.0,13.0,8.0,9.0,0.0,9.2,10.0,14.0,17.1,0.0,132.0,135.0,65.0,67.0,0.0,0.0,0.43283,1.4611135,3.4011897000000006,0.0,1.65,1.61,3.44,3.98,0.0,12.0,13.0,16.0,17.0,0.0,9.394199,5.9857684,13.618054,17.42282,0.0,4.0,3.0,2.0,2.0,0.0
AlTaON2,4,1.1669,2.4179,-8.870268302,4.00426413461308,6.205898642,1.7369999999999999,-23.435798000000002,-40.686667,-8.1373334,13.0,73.0,8.0,7.0,0.0,10.0,10.9,14.0,17.3,0.0,135.0,0.0,65.0,65.0,0.0,0.43283,0.322,1.4611135,-1.4,0.0,1.61,1.5,3.44,3.04,0.0,13.0,5.0,16.0,15.0,0.0,5.9857684,7.54957,13.618054,14.53413,0.0,3.0,6.0,2.0,2.0,0.0
AlBeO2F,4,2.6831,4.3591,-7.000501224,3.95144908434672,2.894804415,2.947,-17.875541000000002,-31.770368000000005,-6.354073600000001,13.0,4.0,8.0,9.0,0.0,10.0,5.0,14.0,17.1,0.0,135.0,114.99999999999999,65.0,67.0,0.0,0.43283,-2.4,1.4611135,3.4011897000000006,0.0,1.61,1.57,3.44,3.98,0.0,13.0,2.0,16.0,17.0,0.0,5.9857684,9.322699,13.618054,17.42282,0.0,3.0,2.0,2.0,2.0,0.0
ZrHfON2,4,1.64,2.8155,-10.00525122,4.15738847951337,6.229408802,2.003,-26.865942999999998,-46.550382000000006,-9.310076400000002,40.0,72.0,8.0,7.0,0.0,14.1,13.6,14.0,17.3,0.0,0.0,0.0,65.0,65.0,0.0,0.426,0.013999999999999999,1.4611135,-1.4,0.0,1.33,1.3,3.44,3.04,0.0,4.0,4.0,16.0,15.0,0.0,6.6339,6.82507,13.618054,14.53413,0.0,5.0,6.0,2.0,2.0,0.0
ZrSiON2,4,1.5711,2.8446,-9.12752199,3.94054768020328,5.404713412,1.551,-21.543959,-41.49889,-8.299778,40.0,14.0,8.0,7.0,0.0,14.1,12.1,14.0,17.3,0.0,0.0,117.0,65.0,65.0,0.0,0.426,1.3895211,1.4611135,-1.4,0.0,1.33,1.9,3.44,3.04,0.0,4.0,14.0,16.0,15.0,0.0,6.6339,8.151683,13.618054,14.53413,0.0,5.0,3.0,2.0,2.0,0.0
YTiO2N,4,2.0388,3.5466,-9.151819364,3.77465815855252,4.990774307,2.116,-20.483546,-41.805905,-8.361181,39.0,22.0,8.0,7.0,0.0,19.8,10.6,14.0,17.3,0.0,0.0,140.0,65.0,65.0,0.0,0.307,0.079,1.4611135,-1.4,0.0,1.22,1.54,3.44,3.04,0.0,3.0,4.0,16.0,15.0,0.0,6.21726,6.82812,13.618054,14.53413,0.0,5.0,4.0,2.0,2.0,0.0
TiLiO2N,4,,0.0233,-7.05365108,4.21887040716347,3.798418283,0.015,-13.458720000000001,-31.608179,-6.3216358,22.0,3.0,8.0,7.0,0.0,10.6,13.1,14.0,17.3,0.0,140.0,150.0,65.0,65.0,0.0,0.079,0.618049,1.4611135,-1.4,0.0,1.54,0.98,3.44,3.04,0.0,4.0,1.0,16.0,15.0,0.0,6.82812,5.391714761,13.618054,14.53413,0.0,4.0,2.0,2.0,2.0,0.0
TiBO2N,4,1.4658,2.8503,-9.035368022,4.38302869432963,3.606897413,1.147,61.978483,-41.126288,-8.2252576,22.0,5.0,8.0,7.0,0.0,10.6,4.6,14.0,17.3,0.0,140.0,0.0,65.0,65.0,0.0,0.079,0.279723,1.4611135,-1.4,0.0,1.54,2.04,3.44,3.04,0.0,4.0,13.0,16.0,15.0,0.0,6.82812,8.298019,13.618054,14.53413,0.0,4.0,2.0,2.0,2.0,0.0
TeWON2,4,,0.0502,-8.126664802,4.0210918072167,8.865682621,0.034,-19.578438000000002,-36.204544000000006,-7.2409088000000015,52.0,74.0,8.0,7.0,0.0,20.5,9.53,14.0,17.3,0.0,133.0,0.0,65.0,65.0,0.0,1.9708759999999999,0.81626,1.4611135,-1.4,0.0,2.1,1.7,3.44,3.04,0.0,16.0,6.0,16.0,15.0,0.0,9.00966,7.86403,13.618054,14.53413,0.0,5.0,6.0,2.0,2.0,0.0
SnInO2F,4,1.5915,2.5211,-5.887022392,3.95269989962041,6.434952329,1.565,-14.443967,-26.101649000000002,-5.2203298,50.0,49.0,8.0,9.0,0.0,16.3,15.7,14.0,17.1,0.0,140.0,0.0,65.0,67.0,0.0,1.112067,0.3,1.4611135,3.4011897000000006,0.0,1.96,1.78,3.44,3.98,0.0,14.0,13.0,16.0,17.0,0.0,7.343917,5.7863552,13.618054,17.42282,0.0,5.0,5.0,2.0,2.0,0.0
